order_id,customer_id,restaurant_id,order_date,order_hour,is_weekend,cuisine,order_value,delivery_fee,discount,promo_code,distance_km,traffic_condition,driver_id,delivery_time_min,delivery_rating,weather,status
O001380,C04377,R0472,2024-05-05,14,1,Italian,167,25,0,NONE,2.46,Heavy,D0355,32.0,3.0,Clear,Delivered
O001381,C04603,R0177,2024-12-02,20,0,North Indian,214,33,21,FEST10,4.63,Low,D0319,65.0,1.0,Rain,Delivered
O001382,C02732,R0289,2024-11-04,19,0,South Indian,195,39,20,SAVE50,4.67,Moderate,D0463,75.0,1.0,Rain,Delivered
O001383,C03142,R0495,2024-08-02,21,0,South Indian,181,26,0,NONE,1.31,Low,D0497,29.0,3.0,Rain,Delivered
O001384,C02530,R0036,2024-06-30,20,1,North Indian,234,15,0,NONE,2.94,Moderate,D0064,51.0,3.0,Clear,Delivered
O001385,C04838,R0244,2024-12-29,22,1,Biryani,221,32,22,SAVE50,3.61,Low,D0126,30.0,4.0,Clear,Delivered
O001386,C03542,R0613,2024-09-27,13,0,Biryani,97,20,0,NONE,0.74,Moderate,D0560,31.0,3.0,Clear,Delivered
O001387,C00280,R0260,2024-12-17,18,0,Italian,147,18,15,FEST10,2.59,Moderate,D0060,38.0,4.0,Clear,Delivered
O001388,C01867,R0250,2024-01-27,20,1,Chinese,117,30,0,NONE,3.13,Low,D0255,35.0,3.0,Clear,Delivered
O001389,C03969,R0576,2024-03-20,20,0,Korean,79,23,16,WELCOME20,0.74,Heavy,D0490,35.0,3.0,Rain,Delivered
O001390,C04394,R0406,2024-01-13,20,1,Rolls & Wraps,107,39,0,NONE,4.36,Moderate,D0237,51.0,4.0,Clear,Delivered
O001391,C01852,R0574,2024-11-20,14,0,South Indian,242,29,24,FEST10,3.93,Low,D0357,58.0,1.0,Rain,Delivered
O001392,C04555,R0056,2024-09-16,16,0,Desserts,96,18,0,NONE,2.55,Heavy,D0081,27.0,3.0,Clear,Delivered
O001393,C03780,R0456,2024-03-07,8,0,North Indian,86,52,9,SAVE50,10.68,Moderate,D0375,51.0,3.0,Clear,Delivered
O001394,C00394,R0640,2024-12-24,11,0,Chinese,108,25,11,SAVE50,2.46,Moderate,D0190,28.0,4.0,Rain,Delivered
O001395,C04263,R0252,2024-12-18,14,0,Rolls & Wraps,168,30,0,NONE,3.29,Heavy,D0124,24.0,4.0,Clear,Delivered
O001396,C01992,R0130,2024-03-24,13,1,Healthy,150,33,15,SAVE50,4.27,Moderate,D0128,53.0,3.0,Clear,Delivered
O001397,C00059,R0220,2024-08-30,12,0,South Indian,253,18,0,NONE,1.53,Heavy,D0109,38.0,2.0,Rain,Delivered
O001398,C00266,R0250,2024-09-07,10,1,Burgers,260,50,26,SAVE50,7.27,Moderate,D0310,44.0,2.0,Clear,Delivered
O001399,C03135,R0741,2024-01-02,20,0,North Indian,79,46,16,WELCOME20,7.2,Low,D0392,64.0,1.0,Clear,Delivered
O001400,C02708,R0122,2024-09-14,20,1,South Indian,352,29,0,NONE,2.27,Heavy,D0177,39.0,3.0,Clear,Delivered
O001401,C02189,R0615,2024-03-23,16,1,North Indian,188,15,0,NONE,1.41,Heavy,D0134,17.0,3.0,Clear,Delivered
O001402,C00463,R0780,2024-12-02,20,0,Chinese,336,50,0,NONE,14.0,Moderate,D0554,80.0,1.0,Clear,Delivered
O001403,C03845,R0576,2024-11-09,21,1,Cafe,111,19,11,FEST10,1.69,Heavy,D0416,36.0,4.0,Clear,Delivered
O001404,C00883,R0035,2024-12-03,10,0,Burgers,120,35,0,NONE,5.12,Low,D0321,33.0,2.0,Clear,Delivered
O001405,C03447,R0048,2024-10-10,20,0,Pizza,79,35,8,SAVE50,9.69,Low,D0262,51.0,1.0,Clear,Delivered
O001406,C00260,R0703,2024-03-02,5,1,North Indian,130,36,13,FEST10,3.88,Low,,,,Clear,Cancelled
O001407,C02312,R0043,2024-05-14,9,0,South Indian,155,33,16,SAVE50,3.2,Moderate,D0076,29.0,2.0,Clear,Delivered
O001408,C02836,R0086,2024-09-22,14,1,Korean,112,31,22,WELCOME20,4.19,Moderate,D0192,56.0,2.0,Clear,Delivered
O001409,C04246,R0757,2024-04-30,19,0,Seafood,142,28,28,WELCOME20,2.86,Low,D0552,58.0,3.0,Rain,Delivered
O001410,C00081,R0056,2024-09-22,16,1,North Indian,79,25,0,NONE,4.22,Moderate,D0066,37.0,4.0,Clear,Delivered
O001411,C01480,R0406,2024-05-05,11,1,Healthy,79,19,0,NONE,2.55,Heavy,D0318,36.0,4.0,Clear,Delivered
O001412,C01619,R0198,2024-03-07,19,0,Biryani,392,24,0,NONE,2.91,Moderate,D0144,29.0,4.0,Clear,Delivered
O001413,C01615,R0441,2024-07-13,21,1,South Indian,121,22,0,NONE,2.57,Low,D0265,40.0,4.0,Clear,Delivered
O001414,C03258,R0001,2024-09-13,20,0,Burgers,276,32,55,WELCOME20,5.31,Low,D0270,43.0,3.0,Clear,Delivered
O001415,C03884,R0446,2024-07-12,13,0,Healthy,141,24,28,WELCOME20,2.93,Heavy,D0117,36.0,3.0,Clear,Delivered
O001416,C02968,R0507,2024-08-27,21,0,Italian,96,39,0,NONE,4.89,Low,D0379,47.0,3.0,Clear,Delivered
O001417,C03287,R0676,2024-06-12,14,0,Mexican,184,60,18,SAVE50,14.0,Low,D0021,84.0,1.0,Clear,Delivered
O001418,C00123,R0579,2024-10-18,21,0,Biryani,79,57,0,NONE,14.0,Low,D0360,95.0,1.0,Clear,Delivered
O001419,C02129,R0373,2024-08-31,8,1,Korean,259,27,52,WELCOME20,2.14,Moderate,D0240,47.0,2.0,Rain,Delivered
O001420,C02907,R0776,2024-08-03,21,1,Rolls & Wraps,99,29,10,SAVE50,4.52,Heavy,D0122,48.0,2.0,Clear,Delivered
O001421,C04614,R0467,2024-06-11,13,0,Chinese,295,52,59,WELCOME20,8.44,Heavy,D0535,65.0,2.0,Clear,Delivered
O001422,C01916,R0011,2024-07-19,14,0,Chinese,79,40,0,NONE,14.0,Moderate,D0311,86.0,2.0,Clear,Delivered
O001423,C00219,R0430,2024-01-20,20,1,Rolls & Wraps,206,32,0,NONE,3.14,Low,D0597,52.0,3.0,Clear,Delivered
O001424,C00911,R0470,2024-09-06,19,0,Seafood,486,19,49,SAVE50,2.7,Low,D0317,42.0,3.0,Rain,Delivered
O001425,C01675,R0079,2024-03-17,18,1,Italian,219,63,0,NONE,10.98,Moderate,D0217,60.0,3.0,Clear,Delivered
O001426,C01000,R0230,2024-11-17,19,1,Chinese,357,40,0,NONE,4.35,Low,D0071,57.0,2.0,Rain,Delivered
O001427,C02753,R0013,2024-10-30,17,0,Healthy,83,36,0,NONE,3.02,Low,D0392,16.0,5.0,Clear,Delivered
O001428,C03655,R0730,2024-07-16,5,0,Mexican,79,33,0,NONE,5.1,Moderate,D0498,33.0,4.0,Clear,Delivered
O001429,C01814,R0722,2024-11-12,15,0,Burgers,343,17,34,SAVE50,2.69,Heavy,D0558,26.0,3.0,Clear,Delivered
O001430,C04180,R0094,2024-09-07,18,1,Chinese,214,27,21,SAVE50,1.69,Moderate,,,,Clear,Cancelled
O001431,C03067,R0026,2024-02-23,9,0,Korean,260,19,0,NONE,1.77,Heavy,,,,Rain,Cancelled
O001432,C02366,R0418,2024-10-04,12,0,Rolls & Wraps,107,25,11,FEST10,2.21,Low,,,,Clear,Cancelled
O001433,C04489,R0612,2024-12-30,12,0,Mexican,190,37,0,NONE,3.8,Heavy,,,,Clear,Cancelled
O001434,C03578,R0330,2024-01-16,17,0,Pizza,113,15,23,WELCOME20,1.08,Heavy,D0372,31.0,5.0,Clear,Delivered
O001435,C04263,R0064,2024-04-01,12,0,Rolls & Wraps,316,40,0,NONE,3.34,Moderate,D0560,54.0,2.0,Rain,Delivered
O001436,C02386,R0152,2024-08-11,12,1,Continental,291,45,29,SAVE50,10.08,Moderate,D0109,63.0,1.0,Clear,Delivered
O001437,C00950,R0225,2024-06-04,14,0,Burgers,144,38,0,NONE,5.49,Low,D0295,48.0,4.0,Clear,Delivered
O001438,C01638,R0206,2024-08-26,20,0,Continental,201,20,0,NONE,1.17,Heavy,D0510,40.0,2.0,Clear,Delivered
O001439,C02011,R0190,2024-08-07,12,0,North Indian,145,56,0,NONE,14.0,Heavy,D0460,85.0,1.0,Clear,Delivered
O001440,C04634,R0594,2024-10-21,12,0,Burgers,266,43,53,WELCOME20,14.0,Moderate,D0228,94.0,1.0,Rain,Delivered
O001441,C02017,R0511,2024-01-27,16,1,South Indian,79,29,8,SAVE50,2.55,Heavy,D0303,33.0,3.0,Clear,Delivered
O001442,C03096,R0178,2024-06-13,13,0,Cafe,164,26,0,NONE,1.14,Heavy,D0383,21.0,5.0,Clear,Delivered
O001443,C02960,R0060,2024-11-17,22,1,North Indian,226,23,0,NONE,2.68,Heavy,D0039,57.0,2.0,Rain,Delivered
O001444,C01053,R0796,2024-05-15,20,0,Burgers,264,16,0,NONE,2.21,Low,D0540,26.0,5.0,Clear,Delivered
O001445,C01542,R0796,2024-07-07,14,1,South Indian,159,15,32,WELCOME20,2.21,Heavy,D0408,30.0,3.0,Clear,Delivered
O001446,C04418,R0285,2024-01-09,9,0,Biryani,313,39,0,NONE,3.92,Low,D0346,27.0,5.0,Clear,Delivered
O001447,C04629,R0341,2024-03-24,12,1,Biryani,289,16,0,NONE,2.59,Heavy,D0355,52.0,3.0,Rain,Delivered
O001448,C00824,R0577,2024-06-22,20,1,South Indian,133,19,0,NONE,2.82,Low,D0035,45.0,2.0,Clear,Delivered
O001449,C02899,R0381,2024-05-29,15,0,South Indian,304,45,30,FEST10,14.0,Heavy,D0577,57.0,2.0,Clear,Delivered
O001450,C01507,R0536,2024-09-24,11,0,Burgers,148,56,15,SAVE50,14.0,Low,D0071,64.0,1.0,Clear,Delivered
O001451,C02768,R0570,2024-08-17,19,1,North Indian,209,63,42,WELCOME20,14.0,Moderate,D0485,94.0,1.0,Clear,Delivered
O001452,C03594,R0653,2024-11-24,19,1,North Indian,423,18,0,NONE,2.64,Low,D0497,42.0,3.0,Clear,Delivered
O001453,C04735,R0175,2024-11-15,13,0,South Indian,162,44,16,FEST10,3.48,Low,D0348,52.0,2.0,Clear,Delivered
O001454,C00172,R0566,2024-03-31,10,1,North Indian,146,26,0,NONE,1.34,Low,D0496,29.0,3.0,Clear,Delivered
O001455,C01894,R0364,2024-01-07,18,1,Chinese,213,15,0,NONE,1.3,Moderate,D0545,24.0,3.0,Clear,Delivered
O001456,C00974,R0629,2024-11-15,18,0,South Indian,79,33,8,SAVE50,6.48,Moderate,D0123,41.0,3.0,Clear,Delivered
O001457,C01873,R0367,2024-05-03,15,0,Mexican,467,37,0,NONE,4.91,Low,D0331,35.0,4.0,Clear,Delivered
O001458,C02211,R0737,2024-05-10,22,0,South Indian,216,32,0,NONE,5.66,Low,D0462,70.0,2.0,Rain,Delivered
O001459,C03153,R0126,2024-02-29,13,0,Mexican,103,33,0,NONE,4.12,Heavy,D0500,42.0,5.0,Clear,Delivered
O001460,C03497,R0470,2024-09-15,16,1,Korean,371,15,0,NONE,2.34,Moderate,,,,Clear,Cancelled
O001461,C03796,R0194,2024-04-14,19,1,Italian,166,44,0,NONE,4.3,Low,D0249,52.0,1.0,Rain,Delivered
O001462,C02309,R0750,2024-03-07,19,0,North Indian,91,19,0,NONE,2.99,Heavy,D0169,42.0,2.0,Clear,Delivered
O001463,C04924,R0621,2024-07-07,21,1,Chinese,139,33,14,SAVE50,4.93,Heavy,D0545,59.0,2.0,Clear,Delivered
O001464,C00089,R0587,2024-10-07,12,0,Pizza,131,24,26,WELCOME20,2.35,Heavy,D0063,43.0,3.0,Clear,Delivered
O001465,C00529,R0618,2024-04-10,21,0,South Indian,488,52,0,NONE,14.0,Low,D0372,95.0,1.0,Rain,Delivered
O001466,C04980,R0727,2024-09-27,8,0,Pizza,152,42,0,NONE,4.1,Low,D0456,29.0,2.0,Clear,Delivered
O001467,C00642,R0332,2024-06-22,7,1,Rolls & Wraps,112,37,0,NONE,4.12,Low,D0151,32.0,2.0,Clear,Delivered
O001468,C04122,R0203,2024-05-31,21,0,Pizza,249,17,25,SAVE50,2.44,Heavy,D0390,38.0,3.0,Rain,Delivered
O001469,C00126,R0771,2024-05-14,13,0,Mexican,91,28,0,NONE,2.34,Moderate,D0392,35.0,3.0,Clear,Delivered
O001470,C02751,R0465,2024-02-24,20,1,North Indian,130,24,0,NONE,1.19,Low,D0314,36.0,3.0,Clear,Delivered
O001471,C04823,R0239,2024-05-04,20,1,Biryani,362,20,72,WELCOME20,2.09,Heavy,D0243,32.0,3.0,Clear,Delivered
O001472,C04604,R0295,2024-11-24,19,1,Desserts,177,29,0,NONE,0.64,Low,D0248,32.0,5.0,Clear,Delivered
O001473,C03230,R0603,2024-02-08,11,0,Chinese,115,29,0,NONE,2.54,Low,D0071,25.0,4.0,Clear,Delivered
O001474,C00917,R0471,2024-12-19,14,0,Continental,339,29,0,NONE,3.56,Heavy,,,,Rain,Cancelled
O001475,C03094,R0253,2024-02-10,20,1,Mexican,122,55,24,WELCOME20,12.51,Moderate,D0005,93.0,1.0,Rain,Delivered
O001476,C00131,R0101,2024-05-15,8,0,Rolls & Wraps,238,27,24,SAVE50,3.38,Moderate,,,,Clear,Cancelled
O001477,C01700,R0582,2024-08-14,16,0,South Indian,286,41,0,NONE,3.74,Moderate,D0151,35.0,2.0,Rain,Delivered
O001478,C03555,R0655,2024-11-09,10,1,Biryani,278,62,0,NONE,14.0,Low,D0559,81.0,1.0,Clear,Delivered
O001479,C03198,R0431,2024-02-24,8,1,Biryani,143,44,0,NONE,14.0,Moderate,D0433,69.0,1.0,Clear,Delivered
O001480,C00316,R0628,2024-02-23,14,0,North Indian,99,18,0,NONE,1.4,Heavy,D0198,37.0,2.0,Clear,Delivered
O001481,C04647,R0205,2024-08-23,13,0,Burgers,172,35,34,WELCOME20,3.63,Low,D0203,48.0,3.0,Clear,Delivered
O001482,C01460,R0066,2024-04-19,20,0,Pizza,79,40,16,WELCOME20,5.05,Heavy,D0565,49.0,2.0,Clear,Delivered
O001483,C02375,R0486,2024-08-29,16,0,North Indian,93,43,19,WELCOME20,3.17,Moderate,D0236,25.0,3.0,Clear,Delivered
O001484,C02626,R0636,2024-11-02,20,1,Pizza,341,19,0,NONE,1.16,Heavy,D0558,29.0,4.0,Clear,Delivered
O001485,C04729,R0246,2024-01-29,19,0,North Indian,244,15,0,NONE,1.11,Low,D0528,33.0,4.0,Clear,Delivered
O001486,C00677,R0582,2024-11-11,22,0,Biryani,300,42,30,SAVE50,14.0,Heavy,,,,Clear,Cancelled
O001487,C00703,R0660,2024-01-15,12,0,Rolls & Wraps,114,32,0,NONE,3.95,Moderate,D0322,35.0,4.0,Clear,Delivered
O001488,C01453,R0624,2024-12-01,20,1,South Indian,218,23,0,NONE,2.45,Low,D0401,37.0,2.0,Rain,Delivered
O001489,C02715,R0093,2024-12-24,11,0,Mexican,304,15,61,WELCOME20,1.11,Heavy,D0537,26.0,4.0,Clear,Delivered
O001490,C01606,R0263,2024-09-06,21,0,Biryani,278,26,0,NONE,0.84,Low,D0125,26.0,5.0,Clear,Delivered
O001491,C00704,R0216,2024-12-27,21,0,North Indian,259,27,0,NONE,2.92,Heavy,D0539,43.0,3.0,Clear,Delivered
O001492,C00200,R0486,2024-11-03,20,1,Korean,79,34,8,SAVE50,3.17,Low,D0058,41.0,2.0,Rain,Delivered
O001493,C00131,R0170,2024-01-17,13,0,Chinese,191,28,0,NONE,2.27,Heavy,D0185,35.0,4.0,Clear,Delivered
O001494,C02501,R0745,2024-01-02,10,0,Rolls & Wraps,153,42,0,NONE,4.14,Low,D0533,25.0,3.0,Clear,Delivered
O001495,C02591,R0019,2024-01-08,20,0,South Indian,333,25,33,FEST10,6.02,Moderate,D0472,44.0,4.0,Clear,Delivered
O001496,C03272,R0460,2024-06-17,18,0,North Indian,92,15,18,WELCOME20,2.97,Low,D0085,42.0,3.0,Rain,Delivered
O001497,C04111,R0650,2024-08-21,15,0,Continental,190,34,0,NONE,4.37,Low,D0051,30.0,3.0,Rain,Delivered
O001498,C00184,R0224,2024-06-29,14,1,Continental,200,32,0,NONE,3.53,Heavy,D0583,44.0,3.0,Clear,Delivered
O001499,C03463,R0411,2024-09-10,8,0,Chinese,105,38,0,NONE,5.07,Moderate,D0412,30.0,5.0,Clear,Delivered
O001500,C02198,R0221,2024-06-16,19,1,Desserts,145,22,0,NONE,2.5,Low,D0140,31.0,3.0,Clear,Delivered
O001501,C01860,R0546,2024-01-17,17,0,South Indian,198,18,0,NONE,1.2,Heavy,D0235,25.0,3.0,Clear,Delivered
O001502,C01239,R0291,2024-03-25,22,0,Seafood,285,18,0,NONE,2.38,Low,D0118,38.0,4.0,Rain,Delivered
O001503,C04748,R0623,2024-12-29,19,1,North Indian,243,25,0,NONE,2.98,Moderate,D0049,28.0,4.0,Clear,Delivered
O001504,C01726,R0177,2024-05-09,22,0,Mexican,167,22,17,SAVE50,1.6,Moderate,D0051,42.0,3.0,Clear,Delivered
O001505,C03036,R0251,2024-05-01,9,0,Chinese,105,29,0,NONE,3.79,Moderate,,,,Clear,Cancelled
O001506,C03992,R0425,2024-02-27,19,0,Desserts,79,32,0,NONE,3.88,Low,D0239,40.0,3.0,Clear,Delivered
O001507,C03727,R0432,2024-12-28,20,1,North Indian,129,18,0,NONE,1.28,Moderate,D0285,20.0,4.0,Rain,Delivered
O001508,C02649,R0586,2024-03-27,18,0,Biryani,198,57,0,NONE,14.0,Moderate,D0337,74.0,1.0,Rain,Delivered
O001509,C00578,R0406,2024-08-30,18,0,Biryani,115,40,12,SAVE50,14.0,Low,D0186,61.0,3.0,Clear,Delivered
O001510,C01026,R0231,2024-01-16,10,0,Chinese,468,39,47,SAVE50,4.64,Moderate,D0407,30.0,3.0,Clear,Delivered
O001511,C01891,R0033,2024-01-26,13,0,North Indian,92,15,0,NONE,1.64,Heavy,D0334,27.0,5.0,Clear,Delivered
O001512,C00176,R0554,2024-09-24,19,0,Rolls & Wraps,442,21,44,SAVE50,2.72,Moderate,D0343,36.0,4.0,Clear,Delivered
O001513,C02800,R0644,2024-08-25,15,1,Chinese,323,35,0,NONE,5.86,Heavy,D0134,49.0,2.0,Clear,Delivered
O001514,C04899,R0109,2024-09-11,21,0,Chinese,477,28,95,WELCOME20,4.81,Heavy,D0411,47.0,2.0,Rain,Delivered
O001515,C02190,R0497,2024-03-27,20,0,South Indian,124,25,0,NONE,1.17,Low,D0344,39.0,2.0,Rain,Delivered
O001516,C01035,R0065,2024-12-27,17,0,Healthy,324,27,0,NONE,4.33,Low,D0461,34.0,3.0,Clear,Delivered
O001517,C02536,R0258,2024-07-27,18,1,Burgers,206,24,41,WELCOME20,2.73,Moderate,D0479,23.0,4.0,Rain,Delivered
O001518,C00399,R0265,2024-12-22,19,1,Chinese,224,21,0,NONE,2.23,Heavy,D0028,37.0,3.0,Clear,Delivered
O001519,C04822,R0532,2024-03-02,19,1,Burgers,275,28,0,NONE,4.0,Heavy,D0101,47.0,3.0,Clear,Delivered
O001520,C01893,R0618,2024-05-31,19,0,Rolls & Wraps,488,43,0,NONE,4.97,Heavy,D0219,57.0,2.0,Rain,Delivered
O001521,C04415,R0007,2024-05-05,16,1,Healthy,130,20,26,WELCOME20,1.73,Low,D0431,33.0,3.0,Rain,Delivered
O001522,C04798,R0138,2024-10-09,9,0,Burgers,79,23,0,NONE,1.67,Low,D0175,37.0,3.0,Rain,Delivered
O001523,C03769,R0572,2024-10-06,22,1,Burgers,213,46,0,NONE,13.33,Heavy,D0238,92.0,1.0,Clear,Delivered
O001524,C02456,R0097,2024-06-30,2,1,Chinese,250,49,50,WELCOME20,14.0,Heavy,D0479,74.0,1.0,Clear,Delivered
O001525,C03890,R0714,2024-01-07,2,1,North Indian,170,41,0,NONE,3.73,Moderate,D0480,39.0,3.0,Rain,Delivered
O001526,C00366,R0335,2024-03-06,22,0,Chinese,108,24,11,FEST10,2.82,Low,D0380,31.0,3.0,Clear,Delivered
O001527,C03676,R0314,2024-01-20,16,1,South Indian,170,58,0,NONE,8.68,Moderate,D0597,77.0,1.0,Rain,Delivered
O001528,C03292,R0436,2024-11-12,20,0,Mexican,465,27,0,NONE,5.12,Heavy,D0169,44.0,2.0,Clear,Delivered
O001529,C04341,R0465,2024-04-18,14,0,Desserts,141,34,0,NONE,6.86,Moderate,D0211,59.0,1.0,Clear,Delivered
O001530,C03496,R0382,2024-02-14,14,0,Pizza,132,22,0,NONE,2.66,Heavy,,,,Rain,Cancelled
O001531,C03533,R0581,2024-05-12,19,1,North Indian,181,16,0,NONE,2.13,Heavy,,,,Clear,Cancelled
O001532,C00177,R0285,2024-01-29,17,0,Chinese,302,26,30,SAVE50,3.53,Low,,,,Clear,Cancelled
O001533,C04852,R0394,2024-12-25,21,0,Desserts,127,15,13,FEST10,2.01,Heavy,D0291,32.0,4.0,Clear,Delivered
O001534,C00065,R0259,2024-04-27,19,1,Healthy,117,31,0,NONE,4.94,Heavy,D0343,44.0,3.0,Clear,Delivered
O001535,C01125,R0517,2024-12-12,17,0,Rolls & Wraps,245,30,0,NONE,3.92,Heavy,,,,Clear,Cancelled
O001536,C01403,R0146,2024-09-12,20,0,Desserts,93,21,0,NONE,2.97,Moderate,D0383,42.0,2.0,Clear,Delivered
O001537,C01835,R0418,2024-07-30,17,0,Desserts,125,18,0,NONE,1.56,Low,D0543,19.0,4.0,Clear,Delivered
O001538,C02459,R0346,2024-06-26,13,0,North Indian,79,19,16,WELCOME20,0.87,Heavy,D0553,56.0,2.0,Rain,Delivered
O001539,C01808,R0632,2024-09-14,9,1,Burgers,156,38,16,SAVE50,14.0,Low,D0248,68.0,3.0,Clear,Delivered
O001540,C04653,R0319,2024-09-13,13,0,Biryani,201,44,20,SAVE50,5.34,Heavy,D0405,42.0,2.0,Rain,Delivered
O001541,C04115,R0392,2024-01-05,19,0,Biryani,129,24,26,WELCOME20,1.85,Low,D0269,24.0,4.0,Clear,Delivered
O001542,C03013,R0667,2024-12-04,23,0,Continental,217,35,0,NONE,14.0,Moderate,D0266,52.0,1.0,Clear,Delivered
O001543,C02168,R0536,2024-05-17,20,0,South Indian,187,40,0,NONE,4.21,Heavy,,,,Clear,Cancelled
O001544,C03977,R0466,2024-05-12,19,1,Korean,171,29,0,NONE,2.6,Heavy,D0007,44.0,3.0,Clear,Delivered
O001545,C00741,R0252,2024-06-01,11,1,Desserts,157,24,0,NONE,1.25,Low,D0513,13.0,4.0,Clear,Delivered
O001546,C03322,R0267,2024-09-13,19,0,Rolls & Wraps,275,20,0,NONE,2.34,Moderate,D0241,47.0,3.0,Clear,Delivered
O001547,C01063,R0049,2024-05-20,17,0,Chinese,136,25,0,NONE,1.63,Low,D0444,26.0,4.0,Clear,Delivered
O001548,C04441,R0232,2024-05-19,20,1,South Indian,153,31,15,FEST10,3.0,Moderate,D0272,41.0,3.0,Clear,Delivered
O001549,C02734,R0273,2024-01-24,13,0,Pizza,282,30,0,NONE,3.86,Low,D0002,34.0,4.0,Clear,Delivered
O001550,C04311,R0654,2024-06-04,15,0,South Indian,266,41,0,NONE,3.68,Low,D0182,38.0,4.0,Rain,Delivered
O001551,C02067,R0194,2024-02-25,17,1,South Indian,315,28,0,NONE,2.49,Moderate,D0480,35.0,3.0,Rain,Delivered
O001552,C00150,R0417,2024-11-16,13,1,Burgers,188,44,0,NONE,3.3,Low,D0322,39.0,4.0,Clear,Delivered
O001553,C01534,R0127,2024-05-05,18,1,Mexican,148,31,15,SAVE50,3.23,Low,D0516,34.0,4.0,Clear,Delivered
O001554,C01605,R0575,2024-12-20,12,0,Seafood,187,62,0,NONE,13.7,Moderate,D0287,84.0,1.0,Clear,Delivered
O001555,C04352,R0661,2024-09-13,8,0,Desserts,128,25,13,SAVE50,1.69,Moderate,D0591,32.0,4.0,Clear,Delivered
O001556,C01216,R0436,2024-10-09,11,0,South Indian,341,41,68,WELCOME20,4.6,Low,,,,Clear,Cancelled
O001557,C04146,R0487,2024-12-16,16,0,South Indian,137,35,0,NONE,7.21,Heavy,D0056,38.0,3.0,Clear,Delivered
O001558,C00083,R0740,2024-03-30,7,1,Seafood,330,36,0,NONE,5.28,Moderate,D0540,43.0,3.0,Clear,Delivered
O001559,C01225,R0392,2024-07-31,14,0,Rolls & Wraps,166,26,0,NONE,6.4,Low,D0365,38.0,2.0,Clear,Delivered
O001560,C00804,R0412,2024-01-16,19,0,Mexican,88,37,0,NONE,13.31,Low,D0363,61.0,1.0,Clear,Delivered
O001561,C00530,R0008,2024-02-07,17,0,Pizza,369,61,0,NONE,14.0,Heavy,D0451,77.0,2.0,Rain,Delivered
O001562,C01149,R0437,2024-05-17,18,0,South Indian,342,23,0,NONE,2.13,Low,D0208,47.0,2.0,Rain,Delivered
O001563,C01439,R0059,2024-09-12,19,0,Mexican,137,28,0,NONE,3.23,Heavy,D0565,37.0,2.0,Clear,Delivered
O001564,C04977,R0772,2024-11-06,9,0,North Indian,141,15,0,NONE,1.71,Low,D0590,27.0,5.0,Clear,Delivered
O001565,C01801,R0057,2024-04-06,12,1,Rolls & Wraps,435,44,44,SAVE50,5.26,Moderate,D0313,69.0,1.0,Rain,Delivered
O001566,C03670,R0189,2024-10-06,14,1,Burgers,244,27,24,SAVE50,4.81,Heavy,D0107,50.0,3.0,Clear,Delivered
O001567,C04184,R0789,2024-03-24,12,1,Italian,162,38,0,NONE,14.0,Moderate,D0066,95.0,1.0,Clear,Delivered
O001568,C00940,R0549,2024-01-03,14,0,Burgers,334,28,33,SAVE50,1.18,Heavy,D0463,24.0,4.0,Clear,Delivered
O001569,C03271,R0755,2024-01-21,21,1,Desserts,204,27,20,SAVE50,2.96,Low,D0224,39.0,2.0,Clear,Delivered
O001570,C01396,R0148,2024-08-06,9,0,Chinese,130,37,13,SAVE50,3.95,Moderate,D0525,41.0,3.0,Clear,Delivered
O001571,C04994,R0361,2024-07-05,12,0,Seafood,346,42,35,SAVE50,14.0,Low,D0565,69.0,3.0,Clear,Delivered
O001572,C01599,R0258,2024-04-11,21,0,Pizza,254,28,0,NONE,3.12,Heavy,,,,Clear,Cancelled
O001573,C02913,R0251,2024-01-03,18,0,Italian,99,21,0,NONE,2.59,Moderate,D0396,27.0,4.0,Clear,Delivered
O001574,C03430,R0687,2024-07-31,22,0,South Indian,83,62,8,SAVE50,14.0,Heavy,D0533,95.0,1.0,Clear,Delivered
O001575,C04843,R0407,2024-11-01,11,0,Korean,161,37,0,NONE,14.0,Moderate,D0508,52.0,3.0,Clear,Delivered
O001576,C03454,R0402,2024-01-27,20,1,South Indian,89,17,18,WELCOME20,2.77,Moderate,D0267,29.0,4.0,Clear,Delivered
O001577,C00200,R0749,2024-10-02,20,0,South Indian,98,44,0,NONE,3.94,Heavy,D0327,46.0,3.0,Clear,Delivered
O001578,C00712,R0488,2024-08-25,22,1,North Indian,120,19,12,FEST10,2.95,Low,D0227,41.0,2.0,Clear,Delivered
O001579,C04327,R0355,2024-06-28,10,0,Burgers,200,25,0,NONE,1.44,Low,D0365,21.0,3.0,Clear,Delivered
O001580,C02325,R0274,2024-01-19,17,0,Healthy,292,35,0,NONE,7.0,Low,D0003,33.0,4.0,Clear,Delivered
O001581,C00502,R0512,2024-12-08,14,1,Burgers,100,62,0,NONE,14.0,Heavy,D0559,95.0,1.0,Clear,Delivered
O001582,C00764,R0044,2024-06-27,18,0,Mexican,136,38,0,NONE,5.37,Low,D0071,34.0,4.0,Clear,Delivered
O001583,C03244,R0382,2024-05-29,8,0,North Indian,129,43,0,NONE,3.73,Low,D0556,31.0,2.0,Clear,Delivered
O001584,C02047,R0314,2024-11-17,15,1,Biryani,79,20,0,NONE,2.07,Moderate,D0551,37.0,3.0,Clear,Delivered
