customer_id,zone,signup_date,loyalty_tier
C01240,Koramangala,2023-02-20,Bronze
C01241,Hebbal,2024-04-06,Bronze
C01242,Whitefield,2023-11-20,Bronze
C01243,Whitefield,2023-07-22,Bronze
C01244,Koramangala,2023-08-16,Silver
C01245,Whitefield,2024-02-02,Bronze
C01246,Indiranagar,2024-04-13,Silver
C01247,Electronic City,2023-04-30,Bronze
C01248,Indiranagar,2024-03-24,Bronze
C01249,Hebbal,2024-11-07,Bronze
C01250,BTM Layout,2023-01-08,Silver
C01251,Koramangala,2024-10-03,Bronze
C01252,Koramangala,2024-03-19,Bronze
C01253,Koramangala,2023-09-07,Bronze
C01254,Electronic City,2024-06-20,Bronze
C01255,Koramangala,2024-03-26,Bronze
C01256,Malleshwaram,2024-07-15,Silver
C01257,Rajajinagar,2023-03-01,Silver
C01258,Malleshwaram,2023-02-13,Bronze
C01259,Jayanagar,2024-04-13,Gold
C01260,Yelahanka,2023-08-10,Bronze
C01261,Koramangala,2023-06-23,Bronze
C01262,HSR Layout,2023-11-04,Silver
C01263,Whitefield,2024-06-13,Gold
C01264,BTM Layout,2023-05-12,Bronze
C01265,Electronic City,2024-12-11,Bronze
C01266,Rajajinagar,2023-11-04,Bronze
C01267,Indiranagar,2023-04-20,Bronze
C01268,Yelahanka,2023-02-21,Silver
C01269,Jayanagar,2024-09-17,Bronze
C01270,Jayanagar,2023-03-24,Bronze
C01271,Yelahanka,2023-11-02,Silver
C01272,Whitefield,2024-05-03,Bronze
C01273,HSR Layout,2024-01-10,Bronze
C01274,Electronic City,2023-07-11,Bronze
C01275,Koramangala,2023-03-20,Silver
C01276,Whitefield,2024-06-03,Gold
C01277,Indiranagar,2023-12-24,Bronze
C01278,Koramangala,2023-02-05,Bronze
C01279,Hebbal,2023-05-13,Bronze
C01280,Electronic City,2024-02-15,Silver
C01281,Whitefield,2023-05-03,Bronze
C01282,HSR Layout,2023-10-13,Bronze
C01283,HSR Layout,2023-04-01,Bronze
C01284,Electronic City,2024-08-04,Bronze
C01285,BTM Layout,2024-04-05,Silver
C01286,BTM Layout,2024-07-26,Silver
C01287,HSR Layout,2023-02-08,Bronze
C01288,Whitefield,2023-10-02,Bronze
C01289,HSR Layout,2023-07-15,Silver
C01290,Jayanagar,2024-03-30,Bronze
C01291,HSR Layout,2024-08-22,Bronze
C01292,Electronic City,2023-06-16,Bronze
C01293,Jayanagar,2024-07-15,Silver
C01294,Whitefield,2024-02-28,Bronze
C01295,Whitefield,2024-08-24,Silver
C01296,Whitefield,2023-03-01,Silver
C01297,Koramangala,2024-12-24,Silver
C01298,Indiranagar,2023-11-14,Silver
C01299,Marathahalli,2023-07-24,Bronze
C01300,Whitefield,2023-05-14,Bronze
C01301,Indiranagar,2024-12-19,Silver
C01302,Jayanagar,2024-10-06,Bronze
C01303,Rajajinagar,2023-04-06,Bronze
C01304,Indiranagar,2023-11-21,Bronze
C01305,Malleshwaram,2024-06-19,Bronze
C01306,BTM Layout,2024-03-07,Bronze
C01307,Electronic City,2023-05-18,Bronze
C01308,Marathahalli,2023-09-21,Silver
C01309,Koramangala,2023-09-26,Bronze
C01310,BTM Layout,2023-07-30,Bronze
C01311,HSR Layout,2024-12-02,Silver
C01312,BTM Layout,2023-05-29,Silver
C01313,Electronic City,2024-05-30,Bronze
C01314,Koramangala,2024-10-27,Bronze
C01315,Koramangala,2024-08-03,Silver
C01316,Marathahalli,2024-08-06,Bronze
C01317,Jayanagar,2023-04-26,Gold
C01318,Koramangala,2023-04-08,Silver
C01319,Marathahalli,2024-07-25,Silver
C01320,Malleshwaram,2024-06-29,Silver
C01321,Jayanagar,2024-06-25,Silver
C01322,HSR Layout,2023-11-02,Bronze
C01323,Koramangala,2024-01-18,Silver
C01324,Rajajinagar,2023-01-12,Gold
C01325,Whitefield,2023-08-01,Bronze
C01326,Hebbal,2024-01-21,Bronze
C01327,Whitefield,2023-04-02,Bronze
C01328,Jayanagar,2023-04-05,Gold
C01329,Indiranagar,2023-02-03,Silver
C01330,Indiranagar,2023-06-03,Bronze
C01331,Rajajinagar,2024-12-25,Silver
C01332,Jayanagar,2024-05-23,Bronze
C01333,Jayanagar,2024-11-23,Silver
C01334,BTM Layout,2023-07-07,Bronze
C01335,BTM Layout,2024-03-13,Bronze
C01336,Malleshwaram,2024-10-13,Silver
C01337,Indiranagar,2023-09-14,Bronze
C01338,Electronic City,2024-04-24,Silver
C01339,Hebbal,2024-05-20,Gold
C01340,Whitefield,2024-08-30,Bronze
C01341,Koramangala,2024-12-08,Gold
C01342,Malleshwaram,2024-03-25,Bronze
C01343,HSR Layout,2024-03-01,Silver
C01344,Jayanagar,2024-09-26,Bronze
C01345,Yelahanka,2024-05-14,Bronze
C01346,Electronic City,2023-09-22,Bronze
C01347,HSR Layout,2024-04-05,Bronze
C01348,Whitefield,2024-02-05,Bronze
C01349,HSR Layout,2023-06-16,Bronze
C01350,Koramangala,2024-01-12,Bronze
C01351,Rajajinagar,2024-03-31,Silver
C01352,Malleshwaram,2024-10-21,Silver
C01353,Whitefield,2024-02-28,Bronze
C01354,Whitefield,2023-05-01,Silver
C01355,Hebbal,2024-12-21,Gold
C01356,Koramangala,2024-02-26,Bronze
C01357,Jayanagar,2023-07-29,Bronze
C01358,HSR Layout,2024-07-04,Silver
C01359,Marathahalli,2023-10-08,Silver
C01360,Indiranagar,2023-09-28,Bronze
C01361,Marathahalli,2024-09-04,Bronze
C01362,Whitefield,2024-09-25,Silver
C01363,Electronic City,2024-01-18,Silver
C01364,Koramangala,2023-09-30,Bronze
C01365,HSR Layout,2024-09-22,Bronze
C01366,Jayanagar,2023-05-07,Silver
C01367,Indiranagar,2024-06-29,Bronze
C01368,Koramangala,2024-03-02,Silver
C01369,Indiranagar,2024-09-15,Bronze
C01370,Whitefield,2023-11-04,Bronze
C01371,Koramangala,2024-08-30,Silver
C01372,BTM Layout,2023-01-12,Bronze
C01373,HSR Layout,2024-07-07,Bronze
C01374,Rajajinagar,2023-02-20,Bronze
C01375,Yelahanka,2024-04-13,Silver
C01376,Koramangala,2023-05-23,Gold
C01377,Electronic City,2024-12-04,Bronze
C01378,Hebbal,2024-07-15,Bronze
C01379,Electronic City,2023-03-18,Silver
C01380,HSR Layout,2024-10-13,Silver
C01381,HSR Layout,2023-07-03,Bronze
C01382,Koramangala,2024-02-03,Silver
C01383,Jayanagar,2023-03-04,Bronze
C01384,Yelahanka,2023-03-19,Silver
C01385,BTM Layout,2023-06-26,Bronze
C01386,Koramangala,2024-01-26,Gold
C01387,Marathahalli,2024-02-01,Bronze
C01388,Whitefield,2024-09-16,Bronze
C01389,Hebbal,2023-05-01,Bronze
C01390,Koramangala,2024-07-01,Bronze
C01391,BTM Layout,2023-01-05,Bronze
C01392,Malleshwaram,2023-08-01,Bronze
C01393,Koramangala,2023-05-08,Silver
C01394,Koramangala,2023-04-01,Silver
C01395,Malleshwaram,2024-03-02,Gold
C01396,Koramangala,2024-10-19,Bronze
C01397,Jayanagar,2024-05-01,Bronze
C01398,Hebbal,2024-09-15,Silver
C01399,Jayanagar,2024-03-07,Bronze
C01400,HSR Layout,2023-02-09,Bronze
C01401,HSR Layout,2023-09-10,Gold
C01402,Koramangala,2024-08-24,Bronze
C01403,BTM Layout,2023-02-02,Silver
C01404,Whitefield,2023-03-12,Bronze
C01405,Indiranagar,2024-08-31,Bronze
C01406,Whitefield,2023-02-16,Silver
C01407,BTM Layout,2024-12-01,Bronze
C01408,Koramangala,2024-07-07,Bronze
C01409,Hebbal,2024-04-30,Silver
C01410,Marathahalli,2024-01-27,Silver
C01411,Malleshwaram,2023-03-07,Bronze
C01412,Yelahanka,2023-10-30,Bronze
C01413,Malleshwaram,2024-08-12,Bronze
C01414,BTM Layout,2024-10-21,Bronze
C01415,Koramangala,2023-11-23,Gold
C01416,Rajajinagar,2024-09-04,Gold
C01417,Jayanagar,2024-07-20,Gold
C01418,Jayanagar,2023-02-12,Silver
C01419,Hebbal,2024-03-28,Bronze
C01420,Yelahanka,2024-03-25,Bronze
C01421,Marathahalli,2024-02-01,Silver
C01422,HSR Layout,2024-07-17,Bronze
C01423,HSR Layout,2024-10-11,Silver
C01424,Whitefield,2024-02-06,Bronze
C01425,Whitefield,2023-08-22,Bronze
C01426,HSR Layout,2024-12-18,Bronze
C01427,Koramangala,2024-12-04,Bronze
C01428,Koramangala,2024-05-15,Bronze
C01429,Rajajinagar,2024-04-12,Bronze
C01430,HSR Layout,2023-03-18,Bronze
C01431,BTM Layout,2023-10-21,Silver
C01432,Electronic City,2023-05-25,Bronze
C01433,Koramangala,2024-01-11,Silver
C01434,Koramangala,2024-08-26,Bronze
C01435,Indiranagar,2023-06-13,Silver
C01436,Yelahanka,2024-12-28,Bronze
C01437,Indiranagar,2023-04-05,Bronze
C01438,Jayanagar,2023-03-13,Silver
C01439,BTM Layout,2024-12-12,Silver
C01440,Yelahanka,2023-03-15,Bronze
C01441,Indiranagar,2024-06-20,Silver
C01442,Koramangala,2024-07-11,Silver
C01443,Koramangala,2023-08-29,Silver
C01444,Koramangala,2023-02-16,Silver
C01445,Indiranagar,2023-08-14,Bronze
C01446,Jayanagar,2023-02-20,Bronze
C01447,Hebbal,2024-05-05,Silver
C01448,Jayanagar,2024-10-10,Silver
C01449,Electronic City,2024-12-28,Gold
C01450,Indiranagar,2024-08-07,Silver
C01451,Rajajinagar,2024-07-19,Gold
C01452,Electronic City,2024-10-05,Bronze
C01453,Hebbal,2024-07-16,Bronze
C01454,BTM Layout,2024-04-19,Silver
C01455,Whitefield,2024-12-28,Bronze
C01456,Koramangala,2023-08-24,Bronze
C01457,Indiranagar,2023-10-29,Bronze
C01458,HSR Layout,2024-10-23,Bronze
C01459,BTM Layout,2023-08-16,Bronze
C01460,Whitefield,2023-08-07,Bronze
C01461,Rajajinagar,2023-04-22,Bronze
C01462,Jayanagar,2023-07-21,Bronze
C01463,Indiranagar,2024-03-09,Bronze
C01464,Whitefield,2024-10-09,Bronze
C01465,Electronic City,2023-04-10,Bronze
C01466,Marathahalli,2024-05-12,Bronze
C01467,HSR Layout,2024-07-13,Silver
C01468,Indiranagar,2024-10-15,Bronze
C01469,Marathahalli,2024-07-01,Silver
C01470,Indiranagar,2023-04-24,Bronze
C01471,BTM Layout,2023-12-23,Silver
C01472,Indiranagar,2024-11-26,Bronze
C01473,Koramangala,2024-10-25,Silver
C01474,Jayanagar,2024-03-23,Bronze
C01475,Jayanagar,2024-12-04,Bronze
C01476,Jayanagar,2024-05-02,Bronze
C01477,HSR Layout,2023-02-17,Bronze
C01478,Yelahanka,2024-10-29,Gold
C01479,HSR Layout,2023-05-03,Bronze
C01480,HSR Layout,2023-10-05,Bronze
C01481,HSR Layout,2023-06-23,Bronze
C01482,Koramangala,2024-06-09,Silver
C01483,Electronic City,2023-01-22,Bronze
C01484,Indiranagar,2024-04-12,Silver
C01485,Electronic City,2024-09-22,Silver
C01486,Koramangala,2024-07-29,Silver
C01487,Yelahanka,2023-08-13,Silver
C01488,HSR Layout,2024-10-16,Bronze
C01489,Hebbal,2023-09-22,Bronze
C01490,HSR Layout,2024-05-11,Bronze
C01491,Koramangala,2024-01-05,Bronze
C01492,Malleshwaram,2023-02-19,Bronze
C01493,Electronic City,2023-01-03,Bronze
C01494,Rajajinagar,2023-05-14,Silver
C01495,HSR Layout,2024-11-13,Silver
C01496,Electronic City,2024-11-27,Gold
C01497,Malleshwaram,2023-10-27,Silver
C01498,Electronic City,2024-12-08,Bronze
C01499,Whitefield,2023-02-06,Silver
C01500,Marathahalli,2024-12-07,Silver
C01501,Marathahalli,2023-06-18,Bronze
C01502,BTM Layout,2023-01-27,Gold
C01503,Whitefield,2024-07-07,Gold
C01504,HSR Layout,2023-10-07,Gold
C01505,Malleshwaram,2023-08-02,Bronze
C01506,Jayanagar,2024-07-08,Bronze
C01507,Marathahalli,2023-09-01,Gold
C01508,HSR Layout,2024-07-03,Gold
C01509,Indiranagar,2023-05-23,Silver
C01510,Marathahalli,2023-03-04,Bronze
C01511,Koramangala,2023-08-26,Gold
C01512,Indiranagar,2024-03-20,Gold
C01513,Electronic City,2023-06-14,Silver
C01514,Marathahalli,2023-04-15,Silver
C01515,Hebbal,2024-06-30,Silver
C01516,Indiranagar,2023-12-27,Bronze
C01517,Koramangala,2023-11-11,Bronze
C01518,BTM Layout,2023-06-24,Gold
C01519,Koramangala,2023-01-13,Silver
C01520,Indiranagar,2023-02-08,Bronze
C01521,Whitefield,2024-05-12,Bronze
C01522,Jayanagar,2023-02-28,Bronze
C01523,Hebbal,2023-06-30,Bronze
C01524,Rajajinagar,2024-10-26,Bronze
C01525,Marathahalli,2023-09-09,Bronze
C01526,Indiranagar,2024-06-27,Bronze
C01527,Whitefield,2023-09-08,Gold
C01528,HSR Layout,2024-11-11,Bronze
C01529,Koramangala,2024-08-22,Silver
C01530,Indiranagar,2023-12-10,Silver
C01531,Whitefield,2024-05-14,Bronze
C01532,Koramangala,2023-10-29,Bronze
C01533,Jayanagar,2024-11-20,Bronze
C01534,Marathahalli,2023-09-19,Bronze
C01535,Koramangala,2024-09-02,Bronze
C01536,HSR Layout,2024-03-25,Bronze
C01537,Rajajinagar,2024-04-14,Bronze
C01538,Marathahalli,2023-09-14,Gold
C01539,Malleshwaram,2024-08-30,Silver
C01540,HSR Layout,2024-06-28,Silver
C01541,Malleshwaram,2024-08-18,Silver
C01542,Indiranagar,2024-08-07,Bronze
C01543,Whitefield,2023-04-26,Silver
C01544,Indiranagar,2024-10-01,Gold
C01545,HSR Layout,2024-09-06,Silver
C01546,HSR Layout,2023-06-27,Gold
C01547,Indiranagar,2024-12-17,Silver
C01548,Rajajinagar,2024-01-20,Bronze
C01549,Whitefield,2023-08-23,Bronze
C01550,Indiranagar,2023-06-13,Silver
C01551,Koramangala,2023-09-24,Silver
C01552,HSR Layout,2023-01-28,Gold
C01553,Whitefield,2024-05-19,Gold
C01554,Whitefield,2024-05-31,Silver
C01555,Indiranagar,2024-05-02,Silver
C01556,Rajajinagar,2024-02-05,Silver
C01557,BTM Layout,2023-09-22,Bronze
C01558,Jayanagar,2024-06-12,Bronze
C01559,Electronic City,2024-09-28,Gold
C01560,Hebbal,2023-03-05,Bronze
C01561,Yelahanka,2023-10-07,Silver
C01562,Electronic City,2024-12-27,Bronze
C01563,Hebbal,2024-09-21,Silver
C01564,Hebbal,2024-12-26,Bronze
C01565,Rajajinagar,2023-05-14,Bronze
C01566,HSR Layout,2023-12-06,Gold
C01567,Koramangala,2023-04-06,Bronze
C01568,Koramangala,2024-09-24,Silver
C01569,HSR Layout,2024-01-14,Bronze
C01570,Jayanagar,2023-06-27,Bronze
C01571,HSR Layout,2023-03-07,Silver
C01572,Jayanagar,2024-06-22,Silver
C01573,Jayanagar,2024-08-15,Bronze
C01574,Malleshwaram,2024-10-03,Silver
C01575,Koramangala,2024-12-10,Bronze
C01576,Indiranagar,2024-08-17,Gold
C01577,Rajajinagar,2024-07-28,Bronze
C01578,Malleshwaram,2024-08-15,Gold
C01579,Yelahanka,2024-12-30,Silver
C01580,Hebbal,2023-12-05,Bronze
C01581,Hebbal,2024-07-07,Bronze
C01582,Whitefield,2024-08-21,Bronze
C01583,HSR Layout,2023-03-26,Silver
C01584,Indiranagar,2024-05-19,Silver
C01585,Electronic City,2023-09-05,Silver
C01586,BTM Layout,2023-04-07,Bronze
C01587,Whitefield,2023-05-05,Bronze
C01588,Jayanagar,2023-03-25,Silver
C01589,Whitefield,2024-10-17,Bronze
C01590,Indiranagar,2024-07-17,Bronze
C01591,Indiranagar,2023-03-16,Bronze
C01592,Koramangala,2024-04-01,Bronze
C01593,BTM Layout,2024-04-27,Bronze
C01594,HSR Layout,2024-01-15,Silver
C01595,Malleshwaram,2024-03-18,Bronze
C01596,Marathahalli,2024-10-24,Gold
C01597,Indiranagar,2024-01-14,Silver
C01598,Indiranagar,2024-04-26,Bronze
C01599,Malleshwaram,2024-02-21,Bronze
C01600,Indiranagar,2023-10-17,Bronze
C01601,Hebbal,2024-10-12,Bronze
C01602,Koramangala,2023-10-30,Silver
C01603,Marathahalli,2024-08-06,Silver
C01604,Malleshwaram,2024-03-17,Gold
C01605,Indiranagar,2024-05-15,Silver
C01606,Indiranagar,2024-07-09,Bronze
C01607,BTM Layout,2024-06-21,Bronze
C01608,Indiranagar,2024-02-16,Bronze
C01609,HSR Layout,2024-03-25,Bronze
C01610,HSR Layout,2024-01-07,Gold
C01611,Indiranagar,2023-09-05,Silver
C01612,Rajajinagar,2024-06-14,Gold
C01613,Rajajinagar,2024-10-03,Bronze
C01614,Whitefield,2024-05-29,Bronze
C01615,Malleshwaram,2024-07-17,Silver
C01616,Indiranagar,2024-08-29,Silver
C01617,Koramangala,2023-09-26,Silver
C01618,Electronic City,2023-02-15,Bronze
C01619,Yelahanka,2023-09-04,Bronze
C01620,Koramangala,2024-07-05,Silver
C01621,Indiranagar,2024-08-18,Bronze
C01622,Jayanagar,2024-01-11,Gold
C01623,Rajajinagar,2024-07-22,Bronze
C01624,Koramangala,2023-02-24,Bronze
C01625,HSR Layout,2024-04-15,Bronze
C01626,Marathahalli,2024-05-10,Silver
C01627,Whitefield,2024-01-06,Bronze
C01628,Indiranagar,2024-06-07,Silver
C01629,Indiranagar,2023-12-25,Bronze
C01630,HSR Layout,2024-01-18,Bronze
C01631,HSR Layout,2024-03-16,Bronze
C01632,Hebbal,2024-08-02,Silver
C01633,Electronic City,2023-07-01,Bronze
C01634,Marathahalli,2023-08-08,Bronze
C01635,Yelahanka,2023-11-02,Gold
C01636,HSR Layout,2023-05-28,Bronze
C01637,HSR Layout,2023-09-01,Bronze
C01638,BTM Layout,2023-09-14,Bronze
C01639,Indiranagar,2023-08-18,Silver
C01640,Marathahalli,2023-10-27,Bronze
C01641,Rajajinagar,2024-01-04,Bronze
C01642,Koramangala,2024-05-23,Silver
C01643,HSR Layout,2023-08-10,Silver
C01644,Indiranagar,2024-09-09,Bronze
C01645,Indiranagar,2023-12-16,Bronze
C01646,HSR Layout,2024-06-10,Gold
C01647,Whitefield,2023-03-25,Bronze
C01648,Rajajinagar,2023-05-08,Bronze
C01649,Hebbal,2023-11-28,Bronze
C01650,Rajajinagar,2023-09-25,Gold
C01651,Indiranagar,2023-12-29,Bronze
C01652,Indiranagar,2023-04-26,Silver
C01653,Indiranagar,2023-12-12,Bronze
C01654,Koramangala,2024-05-16,Silver
C01655,BTM Layout,2024-06-15,Bronze
C01656,HSR Layout,2023-07-01,Bronze
C01657,Indiranagar,2023-09-09,Bronze
C01658,Malleshwaram,2024-01-19,Gold
C01659,HSR Layout,2024-01-14,Silver
C01660,Koramangala,2024-08-01,Gold
C01661,Indiranagar,2023-10-12,Silver
C01662,Electronic City,2024-05-04,Silver
C01663,Rajajinagar,2024-10-07,Silver
C01664,Indiranagar,2023-08-06,Silver
C01665,Hebbal,2024-08-23,Bronze
C01666,Malleshwaram,2023-08-31,Bronze
C01667,Malleshwaram,2023-09-02,Bronze
C01668,Indiranagar,2024-04-21,Bronze
C01669,Koramangala,2024-03-29,Bronze
C01670,Hebbal,2024-02-06,Silver
C01671,Whitefield,2023-06-18,Silver
C01672,Electronic City,2023-03-12,Bronze
C01673,Rajajinagar,2024-10-25,Gold
C01674,Koramangala,2024-09-30,Bronze
C01675,Rajajinagar,2024-10-09,Gold
C01676,BTM Layout,2024-01-10,Bronze
C01677,Marathahalli,2024-10-07,Bronze
C01678,HSR Layout,2023-12-12,Bronze
C01679,Hebbal,2023-02-25,Gold
C01680,Jayanagar,2023-05-25,Silver
C01681,Marathahalli,2023-07-18,Bronze
C01682,Malleshwaram,2023-10-03,Bronze
C01683,Marathahalli,2024-11-16,Silver
C01684,Whitefield,2023-08-31,Bronze
C01685,Koramangala,2024-03-23,Bronze
C01686,Indiranagar,2023-07-17,Bronze
C01687,Jayanagar,2024-04-14,Silver
C01688,Jayanagar,2024-02-19,Silver
C01689,Electronic City,2023-04-20,Silver
C01690,HSR Layout,2023-12-04,Silver
C01691,Rajajinagar,2023-03-18,Silver
C01692,Hebbal,2024-10-11,Silver
C01693,Indiranagar,2024-05-29,Bronze
C01694,Marathahalli,2024-11-18,Bronze
C01695,Marathahalli,2024-10-01,Gold
C01696,Jayanagar,2023-06-10,Bronze
C01697,Indiranagar,2024-05-31,Bronze
C01698,Rajajinagar,2023-03-15,Gold
C01699,BTM Layout,2024-12-02,Silver
C01700,Marathahalli,2024-07-27,Silver
C01701,Hebbal,2024-05-11,Bronze
C01702,Yelahanka,2024-12-27,Silver
C01703,Whitefield,2024-09-10,Bronze
C01704,Electronic City,2024-09-22,Silver
C01705,HSR Layout,2023-03-15,Bronze
C01706,Yelahanka,2023-01-18,Bronze
C01707,Koramangala,2024-12-02,Silver
C01708,HSR Layout,2023-07-03,Bronze
C01709,Hebbal,2023-11-08,Gold
C01710,Whitefield,2023-02-01,Silver
C01711,Rajajinagar,2024-03-30,Silver
C01712,Whitefield,2024-08-22,Silver
C01713,Yelahanka,2024-09-06,Bronze
C01714,Hebbal,2024-02-29,Silver
C01715,Whitefield,2024-04-27,Bronze
C01716,Rajajinagar,2024-01-11,Silver
C01717,Whitefield,2023-11-22,Gold
C01718,Electronic City,2024-02-09,Silver
C01719,Electronic City,2024-11-14,Gold
C01720,Malleshwaram,2023-07-04,Bronze
C01721,Koramangala,2023-12-10,Silver
C01722,Indiranagar,2024-03-15,Silver
C01723,Marathahalli,2024-02-21,Bronze
C01724,Jayanagar,2023-01-23,Bronze
C01725,Jayanagar,2023-07-29,Bronze
C01726,Koramangala,2024-04-16,Bronze
C01727,Whitefield,2024-05-21,Bronze
C01728,Hebbal,2024-06-20,Bronze
C01729,Koramangala,2024-12-24,Gold
C01730,HSR Layout,2024-05-06,Silver
C01731,BTM Layout,2024-02-28,Silver
C01732,Koramangala,2023-08-31,Silver
C01733,Marathahalli,2023-09-28,Gold
C01734,Indiranagar,2024-08-26,Silver
C01735,Hebbal,2023-12-09,Gold
C01736,Marathahalli,2024-06-06,Gold
C01737,Hebbal,2023-04-01,Bronze
C01738,Indiranagar,2023-04-04,Bronze
C01739,Jayanagar,2023-06-07,Silver
C01740,Rajajinagar,2023-05-23,Bronze
C01741,Indiranagar,2024-03-19,Silver
C01742,Indiranagar,2024-04-10,Gold
C01743,Koramangala,2024-02-12,Bronze
C01744,BTM Layout,2023-07-31,Silver
C01745,Marathahalli,2024-02-25,Bronze
C01746,Electronic City,2023-03-29,Bronze
C01747,Marathahalli,2023-12-12,Bronze
C01748,Jayanagar,2023-04-24,Bronze
C01749,HSR Layout,2023-02-26,Gold
C01750,HSR Layout,2023-05-01,Bronze
C01751,Electronic City,2023-03-23,Silver
C01752,Indiranagar,2023-12-15,Silver
C01753,Hebbal,2024-02-03,Silver
C01754,Malleshwaram,2024-03-19,Bronze
C01755,Whitefield,2023-11-17,Gold
C01756,Electronic City,2023-05-09,Silver
C01757,Koramangala,2023-01-16,Bronze
C01758,Yelahanka,2024-06-04,Bronze
C01759,Hebbal,2024-12-18,Silver
C01760,BTM Layout,2023-07-25,Gold
C01761,Whitefield,2023-05-30,Bronze
C01762,Indiranagar,2023-08-16,Silver
C01763,Indiranagar,2023-06-06,Silver
C01764,Koramangala,2023-06-13,Bronze
C01765,Koramangala,2023-12-28,Gold
C01766,Koramangala,2024-07-27,Silver
C01767,Yelahanka,2024-06-03,Bronze
C01768,Koramangala,2024-12-01,Gold
C01769,Koramangala,2023-09-18,Gold
C01770,Malleshwaram,2023-12-26,Bronze
C01771,Electronic City,2023-10-05,Silver
C01772,Rajajinagar,2023-01-31,Bronze
C01773,Electronic City,2023-10-11,Silver
C01774,Hebbal,2023-07-10,Bronze
C01775,Electronic City,2023-12-16,Bronze
C01776,Jayanagar,2023-04-26,Bronze
C01777,Marathahalli,2024-06-25,Silver
C01778,HSR Layout,2024-09-07,Bronze
C01779,Whitefield,2024-12-02,Bronze
C01780,HSR Layout,2023-03-03,Bronze
C01781,Indiranagar,2023-03-27,Gold
C01782,Rajajinagar,2024-12-06,Bronze
C01783,Indiranagar,2024-09-11,Gold
C01784,Koramangala,2024-03-05,Bronze
C01785,Indiranagar,2023-08-23,Gold
C01786,Malleshwaram,2024-01-13,Bronze
C01787,Whitefield,2024-01-27,Silver
C01788,Marathahalli,2024-09-10,Silver
C01789,Malleshwaram,2024-01-22,Bronze
C01790,Koramangala,2023-01-21,Silver
C01791,Rajajinagar,2024-05-25,Bronze
C01792,Whitefield,2024-07-21,Bronze
C01793,Indiranagar,2023-08-06,Silver
C01794,Marathahalli,2023-03-27,Silver
C01795,Hebbal,2023-04-14,Silver
C01796,Whitefield,2024-09-05,Gold
C01797,Jayanagar,2023-11-23,Gold
C01798,Whitefield,2024-01-22,Silver
C01799,Jayanagar,2024-12-02,Bronze
C01800,Electronic City,2023-02-14,Gold
C01801,Electronic City,2023-05-31,Gold
C01802,Electronic City,2024-08-31,Gold
C01803,Koramangala,2024-01-30,Bronze
C01804,Marathahalli,2023-01-20,Silver
C01805,Marathahalli,2024-05-28,Bronze
C01806,Marathahalli,2023-04-12,Bronze
C01807,Koramangala,2024-07-24,Bronze
C01808,HSR Layout,2024-08-05,Bronze
C01809,HSR Layout,2024-08-24,Silver
C01810,Koramangala,2023-12-06,Bronze
C01811,Indiranagar,2023-07-15,Silver
C01812,HSR Layout,2024-10-05,Bronze
C01813,Marathahalli,2024-02-12,Silver
C01814,Indiranagar,2024-04-08,Bronze
C01815,Malleshwaram,2023-04-10,Gold
C01816,Jayanagar,2024-03-31,Bronze
C01817,Rajajinagar,2024-02-28,Gold
C01818,HSR Layout,2023-08-02,Silver
C01819,Jayanagar,2024-07-13,Gold
C01820,Electronic City,2023-04-08,Silver
C01821,BTM Layout,2024-06-09,Bronze
C01822,Jayanagar,2024-12-02,Gold
C01823,Jayanagar,2024-02-19,Bronze
C01824,Electronic City,2023-03-18,Gold
C01825,Marathahalli,2024-02-08,Silver
C01826,Koramangala,2024-01-22,Bronze
C01827,Jayanagar,2024-02-08,Bronze
C01828,HSR Layout,2023-07-18,Gold
C01829,BTM Layout,2024-04-02,Silver
C01830,Jayanagar,2023-07-12,Bronze
C01831,HSR Layout,2024-02-12,Gold
C01832,BTM Layout,2024-03-10,Bronze
C01833,HSR Layout,2024-04-16,Bronze
C01834,Indiranagar,2024-08-05,Bronze
C01835,Indiranagar,2024-10-06,Bronze
C01836,Koramangala,2024-07-21,Bronze
C01837,Koramangala,2024-08-03,Silver
C01838,HSR Layout,2024-09-26,Bronze
C01839,Rajajinagar,2023-06-27,Gold
C01840,Marathahalli,2023-08-02,Silver
C01841,Koramangala,2024-01-25,Bronze
C01842,Jayanagar,2023-12-06,Bronze
C01843,Koramangala,2024-05-27,Bronze
C01844,BTM Layout,2023-01-07,Bronze
C01845,Indiranagar,2023-04-12,Silver
C01846,Electronic City,2024-06-29,Bronze
C01847,Whitefield,2024-08-23,Bronze
C01848,Electronic City,2023-08-09,Bronze
C01849,HSR Layout,2023-08-15,Bronze
C01850,Rajajinagar,2024-02-14,Silver
C01851,Indiranagar,2023-12-15,Silver
C01852,Hebbal,2023-05-04,Bronze
C01853,Jayanagar,2024-01-01,Bronze
C01854,Rajajinagar,2024-08-21,Bronze
C01855,Malleshwaram,2024-06-16,Silver
C01856,Yelahanka,2024-08-19,Bronze
C01857,Indiranagar,2024-04-14,Gold
C01858,Whitefield,2024-10-02,Gold
C01859,Indiranagar,2023-07-02,Silver
C01860,Indiranagar,2023-02-03,Gold
C01861,Electronic City,2023-03-25,Silver
C01862,Yelahanka,2024-12-25,Bronze
C01863,Yelahanka,2024-04-12,Silver
C01864,Jayanagar,2023-06-30,Silver
C01865,Electronic City,2024-09-15,Bronze
C01866,Malleshwaram,2023-08-14,Silver
