restaurant_id,zone,cuisines,rating,price_for_two,prep_time_min,lat,lon
R0323,Whitefield,Seafood,3.5,250,17,12.986990443356447,77.74226051684087
R0324,Indiranagar,Korean,3.9,500,22,12.979396131139286,77.64703044640981
R0325,Yelahanka,North Indian,4.2,250,21,13.12352041253279,77.59286707187924
R0326,Indiranagar,Italian,3.9,500,21,12.960406937362398,77.65600110586276
R0327,Rajajinagar,Rolls & Wraps,4.1,250,20,12.97231709666485,77.55587172648195
R0328,Koramangala,"Biryani, Mexican",4.0,350,20,12.947056902574232,77.6290590794416
R0329,Rajajinagar,Biryani,4.1,350,21,12.98177508476175,77.53519157907765
R0330,Indiranagar,South Indian,3.9,150,25,13.002920043045146,77.64153621943403
R0331,BTM Layout,South Indian,4.2,150,27,12.932648096454797,77.60942480974882
R0332,Marathahalli,"North Indian, South Indian",3.7,250,16,12.975950858081095,77.68880943853748
R0333,Koramangala,"Cafe, Mexican, Desserts",3.9,500,19,12.945813235666614,77.62184198216333
R0334,Marathahalli,Italian,4.3,350,17,12.945840996515956,77.706329029323
R0335,Electronic City,Italian,4.2,250,16,12.825287900798378,77.66014780480788
R0336,Whitefield,"Pizza, Seafood, Biryani",4.0,350,10,12.987743536030267,77.733054803701
R0337,Indiranagar,"Burgers, Mexican",4.4,150,19,12.960405181527856,77.63752139800164
R0338,Marathahalli,Biryani,4.4,350,22,12.97591862825273,77.69548370253152
R0339,Marathahalli,Mexican,4.4,500,18,12.964935377122751,77.70342216227637
R0340,Whitefield,Biryani,4.0,500,20,12.968884968154159,77.75102639074274
R0341,Hebbal,Chinese,3.1,500,24,13.041104572212024,77.59206064325465
R0342,Indiranagar,South Indian,4.2,250,28,12.98398349122539,77.63539203867892
R0343,Koramangala,"Italian, Chinese, North Indian",3.6,250,18,12.932771075336955,77.62530667105581
R0344,Electronic City,"Burgers, Italian",3.9,500,13,12.862308246819032,77.67175572105984
R0345,Koramangala,Pizza,3.8,150,20,12.951896810327195,77.6278436862725
R0346,Indiranagar,"Chinese, North Indian, South Indian",3.1,150,33,12.980267911621851,77.6578768319035
R0347,Jayanagar,"Seafood, Cafe",4.3,250,12,12.917800067359597,77.60739829174611
R0348,Whitefield,"South Indian, Seafood",4.3,500,23,12.98547144853285,77.76796018995451
R0349,Indiranagar,Chinese,3.7,350,28,12.954129275438335,77.65722353182163
R0350,Marathahalli,"North Indian, Healthy",4.0,700,8,12.962226711284135,77.71985539420089
R0351,Jayanagar,"Desserts, Italian, North Indian",4.2,250,22,12.933874901298507,77.57996228627435
R0352,Malleshwaram,"Biryani, Rolls & Wraps",3.9,250,24,12.993559777982664,77.57736911533492
R0353,Electronic City,Chinese,4.3,250,18,12.856885425849251,77.67481984663436
R0354,HSR Layout,Burgers,4.1,500,16,12.9112833696642,77.66418832786228
R0355,Indiranagar,"Continental, Chinese",3.9,250,17,12.971851598536611,77.63155137424383
R0356,Rajajinagar,North Indian,4.1,700,18,13.003158680075964,77.56038856629917
R0357,Indiranagar,Chinese,4.2,350,18,12.965371786855627,77.6417024367794
R0358,Indiranagar,"Mexican, Chinese",4.3,500,16,12.988830320038767,77.66296472279609
R0359,Malleshwaram,"Healthy, South Indian",4.4,500,17,12.979711845434169,77.55295250050726
R0360,Marathahalli,Pizza,4.0,350,27,12.960328453360773,77.69186852502293
R0361,Electronic City,"Healthy, South Indian",4.0,500,13,12.845726127474562,77.63847239410046
R0362,Koramangala,Rolls & Wraps,4.0,250,9,12.928723650797611,77.6262353954444
R0363,Koramangala,Italian,4.3,500,27,12.939875498414668,77.65166608323123
R0364,Jayanagar,"North Indian, Pizza, Rolls & Wraps",4.2,500,19,12.924045158447587,77.5932679005776
R0365,Marathahalli,Pizza,3.9,350,18,12.969556347527666,77.7023123998703
R0366,HSR Layout,Rolls & Wraps,4.0,250,19,12.918321811865642,77.65400286524748
R0367,Koramangala,"Rolls & Wraps, North Indian, Pizza",4.4,700,20,12.940632330794493,77.62310451417991
R0368,Indiranagar,"Burgers, Biryani, North Indian",4.5,700,16,12.981902334442722,77.64519231222972
R0369,Electronic City,"North Indian, Chinese",3.3,350,24,12.839534002521436,77.66490654003194
R0370,Marathahalli,"Continental, Cafe, Mexican",4.3,700,14,12.953278357400292,77.69095332017487
R0371,Koramangala,Mexican,3.6,350,19,12.93817859008265,77.62337143946141
R0372,Koramangala,Rolls & Wraps,3.3,250,8,12.933119686154715,77.63340319511788
R0373,Indiranagar,"Italian, North Indian",4.2,350,27,12.991737433965197,77.65194291339876
R0374,Koramangala,Rolls & Wraps,4.2,150,18,12.936321402274524,77.64008201987433
R0375,Jayanagar,"North Indian, South Indian",4.1,350,24,12.929511599293903,77.5978252328014
R0376,Koramangala,North Indian,4.2,350,22,12.918367792793253,77.62876942853494
R0377,Electronic City,"Burgers, North Indian, Desserts",3.7,150,24,12.856518763264726,77.66920221838258
R0378,Rajajinagar,South Indian,4.1,250,20,12.984625916875908,77.54536275743713
R0379,Yelahanka,"North Indian, Mexican",4.0,350,22,13.08818815701244,77.58867065137613
R0380,BTM Layout,"Korean, Chinese",4.3,500,14,12.936354232109352,77.60860242570816
R0381,Indiranagar,"South Indian, Biryani",4.0,700,13,12.986771458269192,77.62549978760535
R0382,Koramangala,Biryani,3.2,250,21,12.9469251486267,77.62938280926039
R0383,Whitefield,Continental,3.9,500,16,12.975253954194887,77.76258898443402
R0384,Marathahalli,"Chinese, Desserts",4.2,250,28,12.955782190449154,77.69257947626194
R0385,Koramangala,Pizza,3.8,150,23,12.931844751903325,77.62972179027862
R0386,Whitefield,North Indian,4.0,350,16,12.97914932222548,77.74245042738869
R0387,Whitefield,"Mexican, Biryani",3.5,250,19,12.98339022850686,77.73780109397606
R0388,Indiranagar,North Indian,4.3,500,20,12.977581795024891,77.66546673252512
R0389,Marathahalli,Biryani,4.2,250,19,12.981770514376409,77.6890732023678
R0390,Electronic City,"North Indian, Chinese",4.0,250,22,12.842832177403471,77.64484816818295
R0391,Jayanagar,"Burgers, Healthy",3.4,350,22,12.90827189866132,77.59637658476467
R0392,Hebbal,Biryani,4.3,150,11,13.015141727108073,77.60022225774152
R0393,Koramangala,"Chinese, North Indian",4.0,250,8,12.914946695585448,77.63250678569428
R0394,Koramangala,Healthy,4.3,250,17,12.93023425848913,77.64851473664211
R0395,Whitefield,Burgers,4.1,250,23,12.967015783746646,77.74067444221767
R0396,Electronic City,"Italian, Healthy",3.9,500,18,12.85339119565216,77.65325875794431
R0397,Electronic City,"North Indian, Desserts",4.2,150,27,12.844856703576955,77.67950566596768
R0398,Koramangala,Chinese,4.2,350,19,12.94532045241561,77.63576948518606
R0399,BTM Layout,"Burgers, Chinese",4.3,350,28,12.917138713991475,77.61970097605314
R0400,Whitefield,"Burgers, Biryani, North Indian",3.7,350,27,12.969962257113522,77.74292157565391
R0401,Whitefield,Italian,4.4,350,26,12.962869821511898,77.76351065864495
R0402,Electronic City,"Biryani, Desserts",4.3,350,12,12.862271061524774,77.66983819384218
R0403,BTM Layout,Pizza,4.4,500,19,12.898222188441064,77.61237444721743
R0404,Marathahalli,"Desserts, Rolls & Wraps",4.5,250,26,12.960515723488566,77.69408086627719
R0405,BTM Layout,Pizza,4.1,500,21,12.91442019445901,77.61138034665267
R0406,Indiranagar,"Biryani, South Indian, Cafe",3.9,150,24,12.987781055170055,77.6605818426618
R0407,Electronic City,Chinese,4.1,350,11,12.84495004718613,77.64707238696876
R0408,Malleshwaram,Mexican,4.4,350,31,13.003603724467391,77.56000241118323
R0409,Jayanagar,Mexican,3.9,250,15,12.921800324532285,77.58626637077916
R0410,Whitefield,"Mexican, Biryani, Rolls & Wraps",4.3,150,8,12.986519076849584,77.74507014612789
R0411,Yelahanka,"South Indian, North Indian",4.4,150,17,13.100728870620724,77.59611115976175
R0412,Koramangala,"Healthy, Biryani",4.1,150,8,12.958835814539361,77.63600285233842
R0413,HSR Layout,Pizza,3.7,350,14,12.914866964979531,77.65293696937302
R0414,Hebbal,"Biryani, Rolls & Wraps",3.6,250,36,13.036061118089568,77.59773009260604
R0415,Hebbal,"Burgers, Biryani",3.8,500,18,13.034056076481747,77.60032392170096
R0416,Yelahanka,Mexican,3.5,500,13,13.107470962796222,77.60378789152436
R0417,Hebbal,"Biryani, Mexican",4.5,250,19,13.028739279525114,77.57681952864525
R0418,Koramangala,Pizza,4.0,250,15,12.936948908788468,77.63735901030105
R0419,BTM Layout,"Chinese, South Indian",3.8,250,26,12.916697644169295,77.60018304468537
R0420,HSR Layout,"Rolls & Wraps, Biryani, Italian",4.0,500,15,12.915502972391183,77.64207787554588
R0421,Electronic City,"Biryani, Seafood",4.0,250,22,12.84940036391514,77.66428522386045
R0422,HSR Layout,North Indian,3.7,150,14,12.916423938562207,77.64649513006395
R0423,Malleshwaram,"South Indian, Biryani",4.1,700,35,13.004638856954081,77.57544316529311
R0424,Electronic City,"North Indian, Italian",4.5,350,22,12.864027321908193,77.66190193502148
R0425,Malleshwaram,"Healthy, Mexican",3.6,250,20,13.008570825794191,77.56612801255525
R0426,Indiranagar,Biryani,4.8,500,17,13.009671835460313,77.65914509803251
R0427,Indiranagar,Desserts,3.6,700,17,12.978998216902792,77.64929678638413
R0428,HSR Layout,"Chinese, Pizza",4.2,350,15,12.923106959509463,77.65102540790163
R0429,Koramangala,South Indian,3.7,250,16,12.926487409499504,77.63281023809031
R0430,Marathahalli,"Continental, Pizza",4.5,350,29,12.973709471063735,77.6926360460875
R0431,Whitefield,Pizza,3.8,250,17,12.961348592758705,77.7760972609018
R0432,Jayanagar,Biryani,4.1,350,8,12.930470536215473,77.580748353587
R0433,Koramangala,South Indian,4.1,250,13,12.932026873581231,77.62585802389953
R0434,Indiranagar,Continental,4.2,350,25,12.983824093565403,77.63736288465658
R0435,Electronic City,Desserts,3.7,500,19,12.842382445157542,77.65630702749488
R0436,Whitefield,"Biryani, North Indian",3.7,700,20,12.960328965272945,77.74454891892422
R0437,Indiranagar,South Indian,3.2,500,29,12.975140892522427,77.63153947998802
R0438,Indiranagar,"Seafood, Rolls & Wraps",4.4,150,14,12.9968989614897,77.6550601064577
R0439,Indiranagar,Chinese,3.6,250,25,12.984007315222062,77.62634356646501
R0440,Electronic City,Seafood,4.1,350,16,12.82973379964145,77.6720027667842
R0441,Indiranagar,South Indian,3.8,250,24,12.991544592414881,77.64858245281665
R0442,Whitefield,"Biryani, South Indian",4.1,150,17,12.959101829836072,77.74542930641985
R0443,Marathahalli,"North Indian, South Indian",3.9,500,19,12.965820311456698,77.70749128740552
R0444,Jayanagar,Seafood,4.3,250,24,12.931637981771152,77.59190521178765
R0445,Electronic City,Pizza,4.0,150,24,12.852595725595016,77.64698792393789
R0446,Indiranagar,Pizza,4.0,350,19,13.000638269994019,77.62771479614395
R0447,BTM Layout,"Chinese, Cafe, Burgers",3.9,700,17,12.906656308901177,77.61796529819765
R0448,HSR Layout,"South Indian, Burgers",3.8,350,30,12.918929537310643,77.65464284388422
R0449,Whitefield,Continental,4.5,250,23,12.984915063349188,77.75290413697184
R0450,Hebbal,"Italian, Continental, Rolls & Wraps",3.2,350,19,13.0280798995805,77.59230180152791
R0451,Electronic City,"North Indian, South Indian",3.3,500,17,12.83625095703382,77.65791482159644
R0452,Electronic City,North Indian,3.8,150,27,12.841753749534732,77.65629336211404
R0453,Hebbal,"South Indian, Pizza, Burgers",4.1,350,20,13.039696796429865,77.57603667037787
R0454,Koramangala,"South Indian, Biryani",4.1,350,19,12.918274284712469,77.62523503900307
R0455,Malleshwaram,"Biryani, South Indian",4.5,350,20,13.0101168238903,77.57586945833451
R0456,Marathahalli,"North Indian, Biryani",4.4,250,21,12.939999359099051,77.70191130558534
R0457,Whitefield,South Indian,3.8,500,20,12.985319969909689,77.77122979006423
R0458,Indiranagar,"South Indian, Korean",3.8,250,28,12.984565201937082,77.62874525426204
R0459,Koramangala,"Chinese, North Indian",4.2,150,27,12.958157678465627,77.61656675539727
R0460,BTM Layout,"Burgers, North Indian, Biryani",4.4,150,22,12.924625405127312,77.6116962279482
R0461,Koramangala,Biryani,4.2,350,28,12.931542874586547,77.6274252017223
R0462,Indiranagar,North Indian,4.3,150,19,12.96881587437739,77.61798549649968
R0463,Marathahalli,"South Indian, Biryani",4.1,500,24,12.959766692696933,77.70833237599851
R0464,Marathahalli,"Continental, Mexican",3.9,500,26,12.956536992938265,77.70407980207466
R0465,Indiranagar,"Chinese, Rolls & Wraps, South Indian",4.6,150,25,12.992633668418527,77.61536728467401
R0466,Malleshwaram,"North Indian, Seafood",3.7,500,26,12.992356574203743,77.56819948877337
R0467,Jayanagar,"Italian, Biryani, South Indian",3.9,700,24,12.949250824005533,77.58409750173674
R0468,Malleshwaram,"Pizza, Biryani",4.4,150,31,13.01879732330058,77.56416012082823
R0469,Koramangala,Korean,4.1,350,17,12.932757716436914,77.60844279058387
R0470,Koramangala,Burgers,3.9,700,19,12.956773850771652,77.62949426414409
R0471,Electronic City,South Indian,4.2,500,18,12.835802462859313,77.68134131656684
R0472,Koramangala,Chinese,4.4,350,17,12.937667077478983,77.62768028289004
R0473,Jayanagar,"Biryani, Burgers",4.0,500,8,12.909682347381166,77.56788739077884
R0474,Koramangala,"South Indian, North Indian",3.9,350,28,12.957358831075616,77.627927152448
R0475,Rajajinagar,"Burgers, Biryani",3.7,250,14,12.971831358243028,77.5501643344936
R0476,Hebbal,Healthy,4.3,250,20,13.018514699644854,77.58378784958295
R0477,Malleshwaram,Burgers,3.8,350,12,12.995883442715266,77.57384348597668
R0478,BTM Layout,Burgers,4.5,250,23,12.932467884096114,77.62065717673754
R0479,Hebbal,Pizza,4.3,250,15,13.047258138632946,77.58897807821728
R0480,HSR Layout,Biryani,4.1,250,13,12.913064607538749,77.62767520627027
R0481,HSR Layout,Burgers,4.2,500,21,12.923827114534008,77.6232599331255
R0482,Hebbal,North Indian,3.1,350,18,13.034415035303466,77.58901177887697
R0483,BTM Layout,"North Indian, South Indian",4.6,250,15,12.921669145351217,77.60823395836888
R0484,Yelahanka,"Desserts, Rolls & Wraps",4.2,250,21,13.120520712907874,77.59010793323635
R0485,Rajajinagar,Biryani,4.5,150,24,12.988640573521549,77.54430061488804
R0486,Indiranagar,"North Indian, Pizza",3.9,150,15,12.96920352855074,77.64761479432553
R0487,BTM Layout,Korean,4.2,350,14,12.922244460571925,77.61565391255375
R0488,BTM Layout,"Mexican, South Indian",3.4,150,21,12.925483291689899,77.61249512083313
R0489,Marathahalli,Pizza,4.0,700,23,12.958225372845742,77.71089785341212
R0490,Malleshwaram,Biryani,4.0,250,29,13.015540575764474,77.56172431176645
R0491,Jayanagar,Pizza,4.3,150,13,12.922584890365199,77.5806652891793
R0492,BTM Layout,South Indian,4.2,500,18,12.918130552115002,77.60383199590927
R0493,Koramangala,"Biryani, Seafood, Chinese",3.8,250,28,12.939694898590764,77.61740436673982
R0494,Hebbal,"Pizza, Burgers, South Indian",3.9,250,32,13.039248332456449,77.57238452652743
R0495,Koramangala,Italian,3.6,150,15,12.954559259551466,77.61795317632543
R0496,Whitefield,North Indian,3.8,350,16,12.974234675000003,77.76325820666219
R0497,Koramangala,"Pizza, South Indian",4.1,250,22,12.931553174380944,77.6341102411674
R0498,HSR Layout,"Continental, Pizza",3.7,500,17,12.917935780417892,77.65370220628348
R0499,Indiranagar,"Pizza, South Indian",4.0,350,15,12.990506210083241,77.64237941651884
R0500,BTM Layout,Continental,4.4,500,21,12.925890825298227,77.62748678231371
R0501,Jayanagar,"Desserts, Continental",4.0,350,29,12.933625690853956,77.58107798526159
R0502,Hebbal,Chinese,4.2,500,12,13.017823398277832,77.58542207453644
R0503,Indiranagar,"North Indian, Biryani",4.2,350,29,12.948489848597916,77.65429154328426
R0504,Koramangala,"Biryani, Chinese",4.0,350,17,12.950503174463448,77.62483125876206
R0505,Rajajinagar,"South Indian, Rolls & Wraps",4.4,350,21,12.996866289354474,77.54444586031546
R0506,Marathahalli,Rolls & Wraps,4.4,350,29,12.956641071000616,77.70772309552108
R0507,Jayanagar,Italian,4.0,150,22,12.933331756333363,77.58853839645974
R0508,Malleshwaram,South Indian,4.1,350,18,13.026627719227992,77.55954969405433
R0509,Malleshwaram,Healthy,4.0,250,24,13.020462373990158,77.55921577824559
R0510,Electronic City,"South Indian, Burgers",4.3,350,18,12.856746646873624,77.66405859233231
R0511,BTM Layout,"Healthy, Italian",3.8,150,23,12.90595929240601,77.61256978595956
R0512,Marathahalli,Korean,3.5,150,20,12.94781851036436,77.71930096119986
R0513,Marathahalli,Chinese,4.3,150,25,12.928263143823587,77.69761892904077
R0514,Whitefield,"South Indian, Healthy",4.1,250,11,12.977402161686618,77.74631420661443
R0515,Koramangala,Pizza,4.0,150,14,12.948503526369533,77.64177560236632
R0516,Indiranagar,"Cafe, Korean, Rolls & Wraps",3.4,150,13,12.992682136554299,77.65262776151933
R0517,Rajajinagar,Continental,4.5,350,19,12.999705165655321,77.55423877964515
R0518,Marathahalli,"Biryani, Italian, North Indian",4.0,250,11,12.955051197701271,77.68236784732902
R0519,Whitefield,"Pizza, Italian",4.4,700,15,12.963028670457078,77.7402577426126
R0520,Electronic City,Biryani,3.1,500,15,12.83529562244691,77.64755086243134
R0521,Indiranagar,Continental,3.8,150,29,12.976438901810019,77.64123742132278
R0522,Indiranagar,South Indian,3.6,250,15,12.966666084953243,77.6346999066255
R0523,BTM Layout,Rolls & Wraps,4.2,250,12,12.937671448780105,77.62933485871412
R0524,HSR Layout,"North Indian, South Indian",3.9,250,22,12.895971541363213,77.62854275343471
R0525,Indiranagar,South Indian,4.0,350,30,12.97603536067733,77.62686392339705
R0526,HSR Layout,"North Indian, Biryani",3.9,350,19,12.888365379038829,77.65033554541856
R0527,Whitefield,Mexican,4.2,350,19,12.973358658335576,77.75625723259716
R0528,Marathahalli,South Indian,3.9,250,28,12.956871395482914,77.67005436522925
R0529,BTM Layout,North Indian,4.1,350,25,12.912318515756326,77.58927507809003
R0530,Electronic City,Seafood,4.5,250,22,12.834006600807639,77.65703675568231
R0531,Electronic City,Chinese,4.4,500,16,12.845229542027052,77.67647252357783
R0532,Whitefield,Pizza,4.3,700,22,12.963266469319828,77.7726531306226
R0533,Jayanagar,"Desserts, Biryani, Healthy",3.1,250,14,12.9233575853276,77.58882603011804
R0534,Whitefield,Rolls & Wraps,4.0,500,16,12.993289160023016,77.74795223627096
R0535,Koramangala,"North Indian, Mexican",3.5,500,30,12.93726612659071,77.61445761091258
R0536,Hebbal,North Indian,3.8,350,28,13.042194406495689,77.60459847679863
R0537,HSR Layout,"North Indian, Pizza",3.2,150,24,12.906026422691834,77.66574235501393
R0538,Jayanagar,"Mexican, Chinese, Biryani",3.6,500,9,12.915586773883904,77.60887224884856
R0539,Koramangala,"South Indian, Burgers",4.4,250,12,12.934924507438616,77.62415199264814
R0540,Malleshwaram,"Chinese, Cafe, South Indian",4.3,250,15,13.033547112058228,77.55953761953837
R0541,Indiranagar,Biryani,3.9,350,19,12.974950867661272,77.64089836405172
R0542,HSR Layout,South Indian,4.5,250,12,12.915937253640378,77.6639694404532
R0543,Malleshwaram,"Burgers, Biryani",4.2,150,18,12.993559217818914,77.56479379481983
R0544,HSR Layout,Biryani,3.9,700,31,12.878536735539178,77.62561485164782
R0545,BTM Layout,"Desserts, Burgers",4.1,250,22,12.907122024016822,77.6057798889602
R0546,Indiranagar,"Healthy, North Indian",4.2,350,21,13.006968514328246,77.63745169095814
R0547,Marathahalli,"Rolls & Wraps, Chinese, North Indian",3.6,350,15,12.964044683536697,77.67924442206477
R0548,Yelahanka,"Italian, Pizza",4.4,150,9,13.12039109041264,77.59908444798398
R0549,Jayanagar,North Indian,3.8,500,13,12.920827333180817,77.59987205595907
R0550,Marathahalli,Rolls & Wraps,4.1,350,10,12.928618026754918,77.72341871137782
R0551,HSR Layout,Pizza,4.2,350,20,12.89829549195845,77.63141147651788
R0552,Rajajinagar,Italian,4.2,350,22,12.99636429713253,77.56126625717546
R0553,Hebbal,South Indian,3.9,700,14,13.038651366331237,77.60860203381411
R0554,Marathahalli,"Pizza, North Indian",3.8,700,21,12.95677491444106,77.70733545117122
R0555,BTM Layout,Pizza,3.8,150,29,12.910237011850764,77.59801838040588
R0556,Electronic City,"Biryani, Desserts",4.2,250,31,12.85647658824164,77.64742087983109
R0557,Electronic City,North Indian,3.8,350,25,12.839183839911989,77.6613663610274
R0558,Whitefield,"Pizza, Healthy",4.2,700,19,12.973493802441952,77.75108213191815
R0559,Marathahalli,Biryani,4.5,500,23,12.959243937980391,77.69438679410445
R0560,Hebbal,"South Indian, Biryani",4.1,250,28,13.031377970679653,77.6124996441624
R0561,Electronic City,"South Indian, Chinese",4.0,500,8,12.834624447387526,77.6553909810101
R0562,Indiranagar,Rolls & Wraps,4.3,250,28,12.973272038959324,77.61807559107056
R0563,Jayanagar,North Indian,4.2,250,16,12.947483461392373,77.59111132182595
R0564,Rajajinagar,North Indian,4.4,350,16,13.004949374359194,77.55826328017895
R0565,BTM Layout,Biryani,3.2,250,19,12.928844664775385,77.61420353382474
R0566,Koramangala,Chinese,3.9,350,22,12.925762435518703,77.62851067104567
R0567,Koramangala,Italian,3.8,250,14,12.917947728724398,77.64242786817228
R0568,HSR Layout,Biryani,4.4,500,17,12.924757930589104,77.63402251313958
R0569,Koramangala,"Pizza, South Indian",4.4,700,22,12.9460572071254,77.6194154998198
R0570,Yelahanka,"Pizza, North Indian",3.5,250,22,13.10234698772019,77.61484064845612
R0571,HSR Layout,Desserts,3.5,350,23,12.907153521348999,77.62379180135643
R0572,Jayanagar,Chinese,3.4,350,19,12.90743266414918,77.59315566663356
R0573,Indiranagar,"North Indian, Continental",3.9,250,24,12.988808805332543,77.65554705338285
R0574,HSR Layout,North Indian,4.3,500,26,12.92583362137959,77.66196819501121
R0575,Yelahanka,Italian,4.4,350,25,13.092550890858105,77.60422139647416
R0576,HSR Layout,"Healthy, Korean",4.4,150,22,12.902448804791124,77.65562527162115
R0577,Koramangala,Italian,3.4,500,27,12.950092743100106,77.61200772252333
R0578,Indiranagar,North Indian,4.3,250,25,12.97069762644528,77.65727812500715
R0579,Yelahanka,"Mexican, Italian, Biryani",3.9,250,36,13.122048722494277,77.58189925946456
R0580,Yelahanka,"South Indian, Pizza",4.0,250,27,13.099391378905612,77.58261504376752
R0581,Indiranagar,"Healthy, North Indian",4.3,500,19,12.9737612595176,77.64545448957396
R0582,Electronic City,Mexican,3.9,700,15,12.84574129601456,77.6542838260514
R0583,Koramangala,"Continental, Biryani",4.5,250,17,12.930560419187632,77.62698036038847
R0584,Electronic City,South Indian,4.3,150,17,12.858714548636172,77.66536920495136
R0585,Koramangala,"South Indian, Biryani",4.1,150,23,12.945829721674905,77.6458373168725
R0586,Malleshwaram,"Chinese, North Indian",4.3,350,15,13.01655727551301,77.57480469502678
R0587,BTM Layout,Pizza,4.0,250,27,12.918814236888329,77.6026775883501
R0588,Indiranagar,South Indian,4.4,250,11,12.9729237460203,77.64891785549823
R0589,HSR Layout,North Indian,3.8,250,11,12.911491231910867,77.63741894959902
R0590,Koramangala,"Biryani, Italian",4.0,350,19,12.930091638501157,77.63545786629251
R0591,Whitefield,Biryani,4.1,350,15,12.987399158158194,77.75077553503483
R0592,Koramangala,Korean,4.2,350,12,12.947227284685583,77.62930652579388
R0593,Indiranagar,Italian,4.0,250,16,12.977301723197714,77.61943215227463
R0594,Yelahanka,Desserts,3.7,350,16,13.089582300518744,77.56929105285782
R0595,Koramangala,Korean,3.9,350,20,12.953690076258447,77.60648290921104
R0596,Malleshwaram,Healthy,4.1,350,16,13.005140209626532,77.59054925026838
R0597,Koramangala,"South Indian, Italian",3.8,150,17,12.933637990477639,77.61072214212584
R0598,Jayanagar,"Rolls & Wraps, South Indian",3.3,250,21,12.943595832636628,77.60258771762386
R0599,HSR Layout,South Indian,4.1,350,26,12.905480614239464,77.63969710641308
R0600,BTM Layout,Burgers,3.5,250,30,12.912772877184047,77.60721963880937
R0601,Indiranagar,South Indian,4.4,350,20,12.975630892619492,77.64026335693917
R0602,Indiranagar,"Pizza, Desserts",4.0,250,21,12.962601169940298,77.66052534113373
R0603,Marathahalli,Korean,4.2,250,18,12.96068882438511,77.70811406636949
R0604,Marathahalli,"Biryani, North Indian",4.0,350,23,12.947751863063857,77.70572039768385
R0605,Marathahalli,"Biryani, Healthy",3.7,250,23,12.950051339212266,77.71666038118533
R0606,Koramangala,"Desserts, Pizza",4.2,250,28,12.92674677424718,77.61690163763485
R0607,Indiranagar,"South Indian, Pizza, Biryani",3.9,500,9,12.971355157560353,77.65362011572341
R0608,Malleshwaram,"Pizza, Biryani",3.7,250,19,12.993433026431811,77.5804156311419
R0609,Electronic City,"Chinese, Rolls & Wraps",4.0,700,22,12.84816657013144,77.67087879235892
R0610,Electronic City,Burgers,4.4,250,19,12.843332882890172,77.65833979956507
R0611,Whitefield,"South Indian, Chinese",4.5,500,13,12.970376097658496,77.74475222125066
R0612,Indiranagar,Biryani,4.5,500,11,13.006645456917548,77.63036211625797
R0613,BTM Layout,North Indian,4.4,150,24,12.914733265826811,77.6004138116204
R0614,Marathahalli,"South Indian, Biryani",3.9,350,16,12.964159371466836,77.69009584218729
R0615,Koramangala,"North Indian, Seafood",4.1,350,9,12.943824995192031,77.62890217314191
R0616,BTM Layout,"North Indian, Desserts",3.4,350,26,12.91584572050763,77.60735996424076
R0617,Electronic City,North Indian,4.1,250,23,12.84848558957854,77.66537680237217
R0618,Whitefield,"Mexican, South Indian",3.6,700,20,12.970048378283149,77.75585458423583
R0619,HSR Layout,"Chinese, South Indian",4.2,350,14,12.914030700748537,77.63468292734855
R0620,Marathahalli,"Pizza, Rolls & Wraps",3.5,700,20,12.949861798527822,77.68802277761469
R0621,Whitefield,Desserts,3.9,500,27,12.963869464285041,77.74725607540192
R0622,Electronic City,"Chinese, North Indian",4.5,500,9,12.845403067039397,77.65089855131664
R0623,Marathahalli,"South Indian, Burgers",4.2,350,10,12.933237156273787,77.69053505432568
R0624,Indiranagar,North Indian,4.0,350,16,12.996352873477184,77.6611482441089
R0625,BTM Layout,"Healthy, Mexican, Burgers",3.8,500,20,12.94253029621599,77.59169974273748
R0626,Whitefield,Pizza,4.0,350,17,12.971844203119096,77.77427677312734
R0627,HSR Layout,Italian,4.0,150,24,12.919585630127012,77.65086651660032
R0628,Marathahalli,Italian,4.2,350,26,12.969872692040605,77.71293485939621
R0629,Electronic City,South Indian,4.0,150,22,12.829303963125062,77.67061999380796
R0630,HSR Layout,"North Indian, Chinese, Pizza",3.6,700,24,12.922739335343413,77.6548035101272
R0631,Electronic City,Biryani,4.0,350,22,12.84008272246679,77.68014198158973
R0632,Hebbal,"North Indian, Seafood",4.6,350,19,13.063288690757803,77.58401099973827
R0633,Rajajinagar,Burgers,4.2,250,12,12.989340885160015,77.55062345946665
R0634,Malleshwaram,Pizza,3.9,350,14,13.014398186678061,77.55936583704998
R0635,Indiranagar,"North Indian, Chinese",4.5,250,11,12.976259044835679,77.62044704562761
R0636,HSR Layout,Seafood,3.9,350,19,12.937960313075966,77.6394651065773
R0637,Jayanagar,"Biryani, Continental",4.4,350,21,12.918851797395535,77.61627057333868
R0638,Koramangala,"Healthy, Chinese",4.1,350,11,12.94918106544793,77.62241839963099
R0639,Rajajinagar,Chinese,3.3,250,22,12.999120134589424,77.57630218855999
R0640,Whitefield,Chinese,4.4,350,14,12.974651719539969,77.77502992596132
R0641,Whitefield,Chinese,4.2,350,13,12.972548088812536,77.78594156436435
R0642,Indiranagar,Chinese,3.9,500,17,12.970395849787637,77.66366591622918
R0643,Whitefield,Chinese,3.2,500,15,12.93876732427479,77.778297582384
R0644,Whitefield,Pizza,2.7,500,26,12.982692705301538,77.75390201049267
R0645,Electronic City,"South Indian, North Indian",4.2,250,19,12.839333930675869,77.66293993880424
